id	source	translation
990	自監門戍卒，見之如舊。	從 監 門 戍 守 的 士 兵 ， 見 到 他 就 像 原 來 一 樣 。
991	初從民心，作三章之約。	起 初 依 從 百 姓 的 心 願 ， 作 《 三 章 》 的 約 束 。
992	天下既定，命蕭何次律令，韓信申軍法，張蒼定章程，叔孫通定禮儀，陸賈造《新語》，又與功臣剖符作誓，丹書鐵券，金匱石室，藏之宗廟。	天 天 下 平 定 以 後 ， 命 令 蕭 何 編 定 律 令 ， 韓 信 申 明 軍 法 ， 張 蒼 制 定 章 程 ， 叔 孫 通 制 定 禮 儀 ， 陸 賈 制 定 《 新 語 》 ， 又 和 功 臣 剖 符 作 誓 ， 丹 書 鐵 券 ， 金 匱 石 室 ， 藏 在 宗 廟 。
993	雖日不暇給，規模宏遠矣。	雖 然 日 不 暇 給 ， 但 規 模 宏 遠 了 。
994	漢太宗恆即位，宮室、苑囿、車騎、服御無所增益，有不便輒弛以利民。	漢 太 宗 永 宗 即 位 ， 宫 室 、 苑 囿 、 車 騎 、 服 飾 没 有 增 加 ， 有 不 便 的 地 方 就 放 寬 利 於 百 姓 。
995	嘗欲作露臺，臺基已成，將構，召匠計之，直百金，乃曰：“百金，中人十家之產也。吾奉先帝宮室，嘗恐羞之，何以臺為？”	曾 經 建 造 露 臺 ， 臺 基 已 經 建 成 ， 將 要 建 造 ， 召 集 工 匠 計 算 ， 價 值 一 百 金 ， 就 説 ： 百 金 是 中 人 十 家 的 産 業 。 我 侍 奉 先 帝 ， 曾 擔 心 羞 愧 ， 爲 什 麽 用 臺 呢?
996	身衣弋綈，所幸慎夫人，衣不曳地，幃帳無文繡，常集上書囊以為殿帷。	身 身 穿 弋 ， 所 寵 幸 的 慎 夫 人 ， 衣 服 不 拖 地 ， 帷 帳 没 有 文 彩 ， 常 常 聚 集 上 書 囊 作 爲 殿 帷 。
997	兵器無刃，以示敦朴為天下先。	兵 器 没 有 刃 ， 以 表 示 敦 厚 樸 實 爲 天 下 之 首 。
998	葬霸陵，皆瓦屋，不以金銀銅鐵為飾。	葬 在 霸 陵 ， 都 是 瓦 屋 ， 不 用 金 銀 銅 鐵 裝 飾 。
999	因山不起墳。	因 山 不 建 墳 墓 。
1000	南粵尉佗自立為帝，召佗兄弟以德懷之，佗遂稱臣。	南 粤 尉 佗 自 立 爲 帝 ， 召 佗 兄 弟 以 恩 德 懷 念 他 ， 佗 於 是 稱 臣 。
1001	與匈奴結和親，而背約入盜，令邊備守，不發兵深入，恐煩百姓。	與 匈 奴 結 爲 和 親 ， 而 背 棄 盟 約 進 入 盗 賊 ， 命 令 邊 防 防 守 ， 不 發 兵 深 入 ， 恐 怕 勞 累 百 姓 。
1002	吳王濞詐病不朝，賜以几杖。	吴 王 假 稱 有 病 不 上 朝 ， 賜 給 他 几 杖 。
1003	群臣袁盎等諫說雖切，常假借納用焉。	群 臣 袁 盎 等 進 諫 雖 然 懇 切 ， 但 常 藉 此 采 用 。
1004	張武等受賂金錢，覺，更加賞賜以愧其心。	張 武 等 人 接 受 賄 賂 金 錢 ， 發 覺 後 ， 再 加 以 賞 賜 以 慚 愧 他 們 的 心 。
1005	專務以德化民，是以海內殷富，興於禮義。	專 專 心 以 德 化 民 ， 所 以 天 下 富 裕 ， 興 起 禮 義 。
1006	斷獄數百，幾致刑措。	斷 案 數 百 件 ， 幾 乎 致 使 刑 罰 廢 止 。
1007	至於中宗宣帝，樞機周密，品式備具，工巧器械，先代莫及。	至 於 中 宗 宣 帝 ， 機 密 周 密 ， 器 物 全 部 完 備 ， 工 巧 器 械 ， 先 代 没 有 比 得 上 的 。
1008	民畏其法，吏奉其職矣。	百 姓 畏 懼 他 的 法 令 ， 官 吏 奉 行 他 的 職 責 了 。
1009	漢世祖文叔，建平元年十二月甲子夜生於武帝故宮，有赤光照室，影如五麟七鳳。	漢 世 祖 文 叔 ， 建 平 元 年 十 二 月 甲 子 日 晚 上 在 武 帝 故 宫 出 生 ， 有 赤 色 光 照 室 内 ， 形 狀 如 五 彩 的 麒 麟 七 鳳 。
1010	後望氣蘇伯阿為王莽。	後 來 望 氣 的 人 以 爲 蘇 伯 阿 阿 。
1011	使至南陽，遙見舂陵城郭，曰：“佳哉美氣，鬱鬱葱葱。”	使 者 到 南 陽 ， 遥 望 舂 陵 城 郭 ， 説 ： 美 好 的 美 氣 ， 鬱 鬱 葱 葱 。
1012	帝美鬚眉，身長八尺七寸，腳下有文色如銀印，厚一分。	皇 帝 身 材 魁 梧 ， 身 高 八 尺 七 寸 ， 脚 下 有 文 字 如 同 銀 印 一 樣 ， 厚 一 分 。
1013	更始起兵，還春陵，遠望舍內火，光赫然屬天。	更 始 起 兵 ， 回 到 春 陵 ， 遠 望 舍 内 火 光 ， 光 照 天 空 。
1014	夢乘赤龍登天上，珠陛玉闥，乃以三千人破王莽百萬眾。	夢 見 乘 赤 龍 登 上 天 上 ， 珠 臺 玉 闕 ， 於 是 率 領 三 千 人 攻 破 王 莽 的 百 萬 人 。
1015	及即位，故能平隗器公孫述等。	等 到 即 位 ， 所 以 能 平 定 器 器 公 孫 述 等 人 。
1016	在兵既久，厭武事，嘗思息肩。	在 在 軍 中 很 久 ， 厭 惡 武 事 ， 曾 經 想 到 休 養 身 體 。
1017	皇太子當問攻戰之事，帝諭曰：“衛靈公問陳於孔子，孔子不對”非爾所及也。	皇 太 子 應 當 詢 問 攻 戰 的 事 情 ， 皇 帝 告 訴 説 ： 衛 靈 公 向 孔 子 詢 問 ， 孔 子 不 回 答 不 是 你 所 能 到 的 。
1018	每旦視事，日仄乃罷。	每 天 早 晨 處 理 政 務 ， 日 斜 就 罷 了 。
1019	斷遠方餉異味奇珍。	斷 絶 遠 方 饋 贈 奇 珍 奇 珍 。
1020	功臣高枕無所誅殺。	功 臣 高 枕 無 所 誅 殺 。
1021	引公卿講論經理，夜分乃寐。	引 引 公 卿 講 論 經 義 ， 夜 分 纔 睡 覺 。
1022	太子諫曰：“陛下有禹湯之明，失彭聃之福，願顧愛精神。”	太 子 勸 諫 説 ： 陛 下 有 禹 湯 的 明 智 ， 失 去 彭 的 福 運 ， 希 望 保 護 精 神 。
1023	帝曰：“我自樂之，不為疲也。”	皇 帝 説 ： 我 自 樂 ， 不 爲 疲 倦 。
1024	雖身濟大業，兢兢如不及。	雖 然 身 爲 大 業 ， 但 兢 兢 如 不 及 。
1025	故能明慎政體，總覽權綱。	因 此 能 明 察 政 事 體 統 ， 總 攬 權 柄 。
1026	嘗有獻千里馬者，帝曰：“鑾旗在前，屬車在後，朕乘此安之。”乃以駕鼓車。	曾 經 獻 上 千 里 馬 ， 皇 帝 説 ： 鑾 旗 在 前 ， 屬 車 在 後 ， 朕 乘 此 車 安 置 它 。 於 是 用 鼓 車 駕 車 。
1027	初，巡狩舂陵，父老曰：“乞蠲十年。”	當 初 ， 皇 帝 巡 行 到 舂 陵 ， 父 老 説 ： 請 求 免 除 十 年 的 役 。
1028	帝曰：“天下艱難，三年已外，豈能自保？”乃蠲三年。	皇 帝 説 ： 天 下 艱 難 ， 三 年 以 外 ， 怎 麽 能 自 保 呢? 於 是 免 除 三 年 的 賦 税 。
1029	退勳臣，進文吏，身衣大練，色無重采。	退 出 勛 臣 ， 進 升 文 官 ， 身 穿 大 練 ， 顔 色 没 有 重 彩 。
1030	耳不聽鄭衛之音，手不持珠玉之玩。	耳 朵 不 聽 鄭 衛 的 音 樂 ， 手 不 携 帶 珠 玉 玩 物 。
1031	宮房無私愛，左右無偏恩。	宫 房 没 有 私 愛 ， 左 右 没 有 偏 恩 。
1032	損池篽，廢戈獵，賜州國，並皆一札十行，細書成文。	損 害 池 ， 廢 除 戰 獵 ， 賜 給 州 郡 ， 都 用 一 札 十 行 ， 細 寫 成 文 字 。
1033	勤約之風，行於上下。	勤 勉 節 約 的 風 氣 ， 流 行 於 上 下 。
1034	嘗著瑞火籠賦，內外匪懈。	曾 著 《 瑞 火 籠 賦 》 ， 内 外 不 懈 怠 。
1035	百姓寬息，戢弓矢，散馬牛，信止戈為武也。	百 姓 寬 容 休 息 ， 收 斂 弓 箭 ， 散 發 馬 牛 ， 表 示 停 止 用 戈 作 武 。
1036	魏武帝曹操，用師大較依孫吳之法。	魏 武 帝 曹 操 ， 用 兵 大 體 依 照 孫 吴 的 辦 法 。
1037	而因事設奇，量敵制勝，變化如神。	而 根 據 事 情 設 置 奇 計 ， 衡 量 敵 人 制 勝 ， 變 化 如 神 。
1038	自著兵書十餘萬言。	自 己 撰 寫 了 十 多 萬 字 。
1039	諸將征伐，皆以新書從事，臨時義手為節度。	諸 將 征 伐 ， 都 以 新 書 從 事 ， 臨 時 義 兵 作 爲 節 度 使 。
1040	從令者克捷，違教者負敗。	隨 從 命 令 的 人 攻 克 勝 利 ， 違 背 教 令 者 負 責 失 敗 。
1041	與虜封陣，意思安閒，如不欲戰然。	與 敵 人 列 陣 ， 心 思 安 閑 ， 如 果 不 想 戰 鬥 ， 就 像 不 願 戰 鬥 。
1042	及至決機乘利，氣勢盈溢。	等 到 决 機 乘 機 ， 氣 勢 盈 溢 。
1043	故每戰必克，取張遼徐晁於亡虜之中，皆佐命立功，列為名將。	所 以 每 次 作 戰 必 定 取 勝 ， 把 張 遼 、 徐 晁 俘 虜 在 亡 虜 之 中 ， 都 是 輔 佐 國 家 立 功 立 功 ， 列 爲 名 將 。
1044	其餘拔出細微，登為牧守者，不可勝數。	其 餘 被 拔 拔 爲 小 吏 ， 登 任 牧 守 的 ， 不 可 勝 數 。
1045	是以創造大業，文武並施。	因 此 創 建 大 業 ， 文 武 并 施 。
1046	御事三十餘年，手不捨書。	御 事 三 十 多 年 ， 手 不 釋 卷 。
1047	晝則講軍策，夜則思經傳。	白 天 就 講 論 軍 策 ， 晚 上 就 研 究 經 傳 。
1048	登高必賦，被之管弦，皆成樂章，才力絕人。	登 上 高 臺 必 定 賦 詩 ， 用 來 演 奏 樂 曲 ， 都 成 爲 樂 章 ， 才 力 超 過 常 人 。
1049	手射飛鳥，躬擒猛獸。	親 手 射 飛 鳥 ， 親 自 擒 獲 猛 獸 。
1050	嘗於南皮一日射雉六十三頭。	曾 在 南 皮 一 天 射 雉 六 十 三 隻 。
1051	及造宮室，繕治器械，無不為之法則。	到 建 造 宫 室 時 ， 修 治 器 械 ， 没 有 不 做 的 規 定 。
1052	皆盡其意。	都 盡 其 意 思 。
1053	雅性節儉，不好華麗。	雅 性 節 儉 ， 不 喜 歡 華 麗 。
1054	攻城拔邑，得靡麗之物，則悉以賜有功。	攻 城 拔 邑 ， 得 到 靡 麗 的 物 品 ， 則 全 部 賞 賜 給 有 功 的 人 。
1055	勳勞宜賞，不吝千金；無功望施，分毫不與。	功 勛 應 該 賞 賜 ， 不 吝 惜 千 金 ； 無 功 而 希 望 施 恩 ， 分 毫 不 給 。
1056	四方所獻，與群下共之。	四 方 所 進 獻 的 東 西 ， 與 群 臣 共 同 享 用 。
1057	豫自制送終衣服，四篋而已。	劉 豫 自 己 制 定 送 終 的 衣 服 ， 祇 有 四 箱 而 已 。
1058	晉世祖安世，少厲高行，造次必於仁恕，未曾有過失言色於人。	晋 世 祖 安 世 ， 年 輕 時 就 厲 行 高 尚 ， 每 次 行 動 必 定 必 定 遵 循 仁 恕 ， 不 曾 有 過 失 言 笑 。
1059	然而明達善謀，能斷大事。	然 而 他 聰 明 善 於 謀 劃 ， 能 斷 大 事 。
1060	暨登大阼之日，制強國，御下有禮。	等 到 登 上 皇 位 的 日 子 ， 制 定 强 大 的 國 家 ， 治 理 下 屬 有 禮 節 。
1061	所以鎮壓內外，輯靜四方，威惠參洽，文武必舉，故天下服焉。	所 以 鎮 壓 内 外 ， 安 定 四 方 ， 威 惠 恩 惠 一 致 ， 文 武 必 定 舉 行 ， 所 以 天 下 人 都 感 到 敬 服 ， 因 此 天 下 都 歸 服 他 。
1062	承魏氏奢侈刓弊之後，百姓思古之遺風。	繼 承 魏 氏 奢 侈 奢 侈 的 弊 端 ， 百 姓 思 念 古 代 的 遺 風 。
1063	帝既謙儉寡慾，亦雅識時變，臨朝懷愷悌，務崇簡泰。	皇 帝 既 然 謙 虚 寡 欲 ， 也 很 瞭 解 時 事 變 化 ， 臨 朝 懷 念 愷 悌 ， 務 求 崇 尚 簡 約 。
1064	有人餉雉頭裘者，即令燒之。	有 人 贈 給 雉 頭 裘 的 ， 就 命 令 燒 掉 。
1065	朝廷輯睦，興居可觀。	朝 朝 廷 和 睦 ， 興 旺 的 地 方 可 以 觀 看 。
1066	故威服強吳，規模宏遠，雖饗國未久，德洽於民矣。	所 以 威 震 强 吴 ， 規 模 宏 遠 ， 雖 然 享 國 不 長 久 ， 但 德 澤 普 遍 民 衆 ， 德 澤 遍 及 民 衆 。
1067	其後惠懷喪亂，中宗東渡，所謂五馬俱渡江，一馬化為龍者也。	後 來 惠 懷 喪 亂 ， 中 宗 東 渡 ， 所 謂 的 五 匹 馬 都 渡 過 長 江 ， 一 匹 馬 變 成 龍 。
1068	宋高祖德輿，清簡寡欲，嚴整有法度。	宋 高 祖 德 輿 ， 清 廉 寡 欲 ， 嚴 整 有 法 度 。
1069	未嘗視珠玉輿馬之飾，後庭無紈綺絲竹之音。	不 曾 觀 看 珠 玉 輿 馬 的 裝 飾 ， 後 宫 没 有 綺 絲 竹 的 音 樂 。
1070	宣州嘗獻琥珀枕，光色甚麗。	宣 州 曾 進 獻 琥 珀 枕 ， 光 彩 很 美 。
1071	時諸將北征，以琥珀治金瘡。	當 時 諸 將 北 征 ， 用 琥 珀 治 金 瘡 。
1072	帝大悅，命搗分賜諸將。	皇 帝 非 常 高 興 ， 命 令 李 搗 分 别 賞 賜 給 各 將 。
1073	平關中，得姚興從女，有盛寵以廢事。	平 定 關 中 ， 得 到 姚 興 的 女 兒 ， 有 盛 寵 而 廢 除 事 務 。
1074	謝晦諫，即時遣出。	謝 晦 勸 諫 ， 立 刻 遣 去 。
1075	財帛皆在外府，內無私藏。	財 物 都 在 外 府 ， 内 没 有 私 藏 。
1076	宋臺建，有司奏東西堂施局腳床銀塗釘，帝不許。	宋 臺 建 立 ， 有 關 部 門 上 奏 東 西 堂 設 置 局 脚 銀 塗 釘 ， 皇 帝 不 允 許 。
1077	使用直腳床，釘用鐵。	使 用 直 脚 床 ， 釘 用 鐵 。
1078	諸主出適，遣送不過二十萬，無錦鏽金玉，內外奉禁，莫不節儉。	諸 皇 后 出 嫁 ， 送 送 不 超 過 二 十 萬 ， 没 有 錦 銹 金 玉 ， 内 外 侍 奉 ， 無 不 節 儉 。
1079	後孝武帝大明中，壞帝所居陰室，於其處起玉燭殿，與群臣觀之，床頭有土障，壁上挂葛燈籠。	後 來 孝 武 帝 大 明 年 間 ， 毁 壞 皇 帝 所 居 的 陰 室 ， 在 這 裏 建 造 玉 燭 殿 ， 與 群 臣 觀 看 ， 床 頭 有 土 障 ， 壁 上 挂 着 葛 燈 籠 。
1080	廣州所部二千石，有獻入筒細布，一端八丈。	廣 州 所 轄 二 千 石 ， 有 獻 入 筒 細 布 ， 一 丈 八 尺 。
1081	帝既見，惡其精麗勞民力，即付所司彈牧守，以布還之，并制領南勿作此布。	皇 帝 見 到 後 ， 厭 惡 他 的 華 麗 費 用 勞 民 ， 就 交 付 有 關 部 門 彈 劾 彈 劾 牧 守 ， 把 布 帛 交 給 他 ， 并 且 命 令 管 領 南 方 不 要 製 作 這 種 布 。
1082	帝素有熱疾，并患金瘡，末年尤劇。	皇 帝 素 來 有 熱 病 ， 都 患 了 金 瘡 ， 末 年 尤 其 厲 害 。
1083	坐臥常須冷物，而未能得。	坐 卧 常 常 需 要 冷 物 ， 但 没 有 能 够 得 到 。
1084	後人獻石床。	後 後 人 進 獻 石 床 。
1085	帝見善之，寢其上，即覺極以為佳。	皇 帝 見 到 他 很 贊 賞 ， 在 他 的 上 面 睡 覺 ， 就 覺 得 很 好 。
1086	乃歎曰：“木床猶用功不少，況乃鐫石。”即還其人，亦令毀之。	於 是 嘆 息 説 ： 木 床 還 用 工 力 不 少 ， 何 况 就 是 刻 石 。 立 即 還 給 那 人 ， 也 命 令 毁 掉 。
1087	帝始遊軍彭城，置酒命紙筆，賦詩曰：“先蕩臨淄寇，卻清河洛塵。華陽有逸驥，桃林無伏輪。”於是群才並作也。	皇 帝 開 始 在 彭 城 游 軍 ， 設 置 酒 席 ， 賦 詩 説 ： 先 前 平 定 臨 淄 賊 寇 ， 驅 除 清 河 洛 水 。 華 陽 有 逸 馬 ， 桃 林 没 有 伏 輪 。 於 是 群 才 一 起 作 詩 。
1088	宋太祖義隆，年十四，身長七尺五寸，好讀史書，善楷隸，能文章。	宋 太 祖 義 隆 ， 十 四 歲 ， 身 高 七 尺 五 寸 ， 喜 好 讀 史 書 ， 擅 長 楷 書 ， 能 寫 文 章 。
1089	溫和有人君之德，及南面負扆，深以子民為先，臺殿堂宇，無所改易，為吏長子孫，居官成姓，號明法令。	温 温 和 有 人 君 主 的 德 行 ， 以 及 南 面 負 責 朝 政 ， 深 以 子 民 爲 首 ， 臺 殿 堂 宇 ， 無 所 改 變 ， 爲 官 長 子 孫 ， 任 官 成 爲 姓 ， 號 稱 明 法 ， 號 明 法 令 。
1090	時人謂有建安永平之風。	當 時 人 認 爲 有 建 安 永 平 的 風 範 。
1091	每至諸侯王宴集，必先論國家政務。	每 到 諸 侯 王 宴 會 時 ， 一 定 要 先 談 論 國 家 政 務 。
1092	自朝訖晡，迺設食，令而語人曰：“千乘之君，幼居人貴，吾所以未便設食，令此輩稍知饑寒也。”	從 早 到 晚 ， 纔 設 食 ， 令 人 告 訴 别 人 説 ： 千 乘 之 君 ， 年 幼 而 位 顯 貴 ， 我 所 以 不 便 設 飯 ， 使 這 些 人 稍 知 飢 寒 。
1093	經巡歷至上庫，謂左右曰：“此庫內大有錢，殊可羨願。”	經 經 巡 視 到 上 庫 ， 對 左 右 的 人 説 ： 這 庫 内 大 量 有 錢 ， 很 值 得 羡 望 。
1094	左右曰：“此縣官之物耳，何羨願耶？”	左 右 的 人 説 ： 這 是 縣 官 的 物 品 罷 了 ， 有 什 麽 羡 望 呢?
1095	帝曰：“此皆國家之物，吾奉先帝之祀，常懼羞之。四方豐稔，倉粟皆紅，省租賦米五錢也。”	皇 帝 説 ： 這 都 是 國 家 的 物 品 ， 我 奉 先 帝 的 祭 祀 ， 常 常 怕 羞 愧 。 四 方 豐 收 ， 倉 庫 粟 米 都 是 五 錢 。
1096	梁高祖武皇帝，生而靈異，有聖德。	梁 高 祖 武 皇 帝 ， 出 生 而 靈 異 異 常 ， 有 聖 德 。
1097	頸光龍液，舌文八字，頂垂帶重丘，額照日象，有文在手曰武帝并上諱三字。	頸 頸 光 澤 龍 液 ， 舌 上 有 八 個 字 ， 頂 垂 着 重 丘 ， 額 照 着 日 象 ， 有 文 字 叫 武 帝 和 武 帝 并 稱 三 字 。
1098	始在髫髮，便愛琴書，容止進退，自然合禮。	起 初 在 童 年 時 ， 就 愛 好 琴 書 書 籍 ， 容 止 舉 止 ， 自 然 合 乎 禮 節 。
1099	常與兒童鬥技，手無所持，躡空而立，觀者擊節，咸共稱神。	常 與 兒 童 鬥 鬥 ， 手 無 所 持 ， 在 空 空 上 站 立 ， 觀 者 擊 節 ， 都 稱 贊 神 奇 。
1100	及遭獻太后憂，哭踴大至，居喪之哀，高柴不能過也。	等 到 遭 逢 獻 太 后 喪 事 ， 哭 泣 極 大 ， 居 喪 的 哀 痛 ， 高 柴 不 能 超 過 他 。
1101	每讀孝子傳，未曾終軸輒輟書悲慟。	每 次 讀 孝 子 傳 ， 不 曾 讀 完 一 部 書 就 停 止 讀 書 悲 痛 悲 痛 。
1102	由是家門愛重，不使垂堂。	因 此 家 門 受 到 尊 重 ， 不 讓 他 在 堂 上 垂 垂 衣 服 。
1103	登於晚年，探賾索隱，窮理盡性，究覽墳籍，神悟知機。	登 上 晚 年 ， 探 索 索 索 隱 秘 ， 窮 究 道 理 盡 性 ， 研 究 典 籍 ， 神 靈 悟 機 ， 神 悟 機 機 。
1104	讀書不待溫故，一閱皆能成誦憶。	讀 書 不 需 要 温 讀 温 故 ， 一 讀 一 讀 都 能 背 誦 記 憶 。
1105	所以馳聘古今，備該內外，辨解聯環，論精堅白。	所 所 以 奔 馳 聘 問 古 今 ， 全 部 包 括 内 外 ， 辨 析 聯 絡 聯 絡 ， 論 説 精 確 精 確 。
1106	沛國劉瓛，當時馬鄭。	沛 國 劉 ， 當 時 馬 鄭 。
1107	上每析疑義，雅相推揖，深沈靜默，不雜交游，所與往來，一時才雋。	皇 皇 每 次 分 析 疑 義 ， 很 相 互 推 讓 ， 深 沉 沉 默 默 默 ， 不 與 交 游 ， 所 與 交 往 的 人 ， 是 當 時 的 才 傑 。
1108	至於得人，門稱多士。	至 於 得 到 人 才 ， 門 第 稱 爲 多 士 。
1109	居宇精肅，常有煙霧。	他 居 住 的 地 方 非 常 嚴 肅 ， 常 常 有 烟 霧 。
1110	垂廉拱帳，望者竦然。	垂 下 廉 潔 的 拱 手 拱 手 ， 望 見 的 人 都 肅 然 起 來 。
1111	六義四始，尤解禮體；登高必賦，莫非警策。	六 義 四 始 ， 尤 其 通 曉 禮 儀 體 制 ； 登 高 必 定 賦 詩 ， 没 有 不 是 警 策 的 。
1112	弱冠升朝，令問籍甚。	年 輕 時 升 朝 ， 令 名 聲 很 大 。
1113	太尉王儉，齊國阿衡，欽上風雅，請為戶曹屬。	太 尉 王 儉 ， 齊 國 的 阿 衡 ， 王 欽 上 奏 風 雅 ， 請 求 任 户 曹 屬 。
1114	司徒竟陵王，齊室驃騎，招納士林，待上賓友之禮。	司 司 徒 竟 陵 王 ， 是 齊 朝 的 騎 ， 招 納 士 人 ， 對 待 賓 客 友 好 的 禮 節 。
1115	范雲時為司徒記室，深慕上德，自結神遊，驅車到門。	范 雲 當 時 任 司 徒 記 室 ， 深 佩 皇 上 的 德 行 ， 自 己 結 交 神 仙 ， 驅 車 到 門 前 。
1116	頃日驟至，上嘗旦往報雲，雲聞街衢灑掃，喚呼清道。	不 不 久 突 然 來 到 ， 皇 上 曾 經 早 上 早 上 去 報 告 雲 ， 雲 夢 聽 説 街 道 上 灑 掃 塵 土 ， 叫 叫 清 道 清 道 。
1117	俄聞笳鼓之聲。	不 久 聽 到 鼓 之 聲 。
1118	雲意天子出幸南苑，尋乃上遣通焉。	雲 想 天 子 出 巡 南 苑 ， 不 久 就 派 遣 使 者 通 報 。
1119	心獨怪之，未敢言也。	心 中 獨 自 感 到 奇 怪 ， 不 敢 説 話 。
1120	上哲於知人，慮無遺事。	皇 上 聰 明 知 人 ， 考 慮 没 有 遺 漏 的 事 情 。
1121	歷司徒法曹祭酒掾，會友輔仁之職。	歷 任 司 徒 法 曹 祭 酒 ， 會 合 朋 友 輔 佐 仁 義 的 職 務 。
1122	永明九年，出為鎮西諷議，西上述職。	永 永 明 九 年 ， 出 任 鎮 西 諷 議 ， 西 上 京 上 任 。
1123	行過牛渚，直暴風卒起，入泊龍瀆，既波浪不可靜，登岸逍遙，四望梁山，瞻眺墟落。	走 過 牛 渚 ， 正 遇 上 暴 風 突 然 起 來 ， 進 入 龍 瀆 ， 波 浪 不 能 平 静 ， 登 岸 逍 遥 ， 四 望 ， 望 着 梁 山 ， 眺 望 村 落 。
1124	見一長老，披儒服至，揖上曰：“君龍顏虎步，相不可言。	見 一 位 長 老 ， 披 着 儒 服 來 到 ， 向 皇 上 拱 手 説 ： 您 是 龍 顔 虎 步 ， 相 貌 不 可 言 。
1125	天下方亂，四海未一，安蒼生者其在君乎？”	天 下 正 亂 ， 四 海 還 没 有 一 個 統 一 ， 安 定 天 下 的 人 就 在 於 君 主 嗎?
1126	上笑之曰：“觀公長者，不容見戲。”	皇 上 笑 着 説 ： 觀 看 公 長 者 ， 不 容 易 被 人 戲 弄 。
1127	俄而風靜，此夕竟屆姑熟。	不 不 久 風 静 ， 這 天 晚 上 竟 到 姑 熟 。
1128	永明十年，太祖登遐。	永 明 十 年 ， 太 祖 登 上 皇 位 。
1129	上始承不豫，便即言歸。	皇 上 開 始 承 受 了 不 適 ， 就 立 即 上 路 回 去 。
1130	輕舟仍發，州府贈遺，一無所受。	輕 舟 仍 然 出 發 ， 州 府 贈 送 ， 一 概 不 接 受 。
1131	齊隨郡王苦留一宿不許。	齊 隨 郡 王 苦 留 他 一 宿 不 答 應 。
1132	得單艇望星上路，犯風冒浪，兼行不息。	得 到 一 隻 小 船 望 着 星 辰 上 路 ， 衝 犯 風 浪 冒 着 浪 浪 ， 連 續 不 停 息 。
1133	雖狂飆地發，高浪天湧。	雖 然 狂 飆 發 作 ， 高 浪 天 空 涌 起 。
1134	船行平正，常若安流。	船 行 平 正 ， 常 如 安 流 。
1135	舟中之人皆稱神異。	船 中 的 人 都 稱 贊 神 奇 。
1136	及舟漏臨沒，叫不輟聲，鵲頭戍主周達奉上一船，奔波就路，至京不踰二旬，自在途便不盥櫛，寢食俱廢，焦憂易形，視人不識。	等 到 船 漏 將 要 沉 没 時 ， 叫 不 住 聲 ， 鵲 頭 戍 主 周 達 奉 上 一 艘 船 ， 奔 赴 路 上 ， 到 了 京 城 不 過 二 十 天 ， 從 京 城 走 不 到 二 十 個 月 ， 自 己 在 途 中 就 不 再 梳 頭 梳 髮 ， 寢 食 都 廢 棄 了 ， 憂 愁 的 情 况 都 變 成 了 形 體 ， 對 人 們 不 知 道 。
1137	望宅奉諱，氣絕良久。	望 宅 奉 避 名 諱 ， 氣 絶 了 很 長 時 間 。
1138	既葬，嘔血數升，水漿不入口者四日，憂服之內，不復嘗米，所資粗麥，日中二溢。	安 葬 之 後 ， 嘔 血 數 升 ， 水 漿 不 入 口 ， 服 喪 期 間 服 喪 服 之 内 ， 服 除 喪 服 以 後 ， 不 再 吃 米 ， 所 得 的 粗 麥 ， 每 天 二 斗 ， 一 天 之 中 有 二 升 。
1139	再拜山陵，杖而後起，涕淚所灑，松為變色。	再 再 拜 拜 山 陵 ， 杖 而 後 起 ， 涕 淚 所 灑 的 地 方 ， 松 柏 爲 之 變 色 。
1140	及號思廬室，未當見齒，仍留山陵。	等 到 號 思 廬 室 ， 不 應 當 受 到 齒 齒 ， 仍 然 留 在 山 陵 。
1141	因欲隱遁。	於 是 想 隱 居 。
1142	太傅宣武王苦諫乃止。	太 傅 宣 武 王 苦 諫 纔 停 止 。
1143	有桑門釋僧輝，不知從何來也。	有 桑 門 僧 人 僧 僧 輝 ， 不 知 從 哪 裏 來 。
1144	自云有許負之法，通名詣上，見而驚曰：“檀越頂有伏龍，此非人臣之相。貧道所未見也。若封泰山，願能見覓。”上笑而不答。	自 稱 有 許 負 道 德 的 方 法 ， 通 過 姓 名 到 皇 上 面 前 ， 見 到 了 他 驚 異 地 説 ： 檀 越 頂 有 伏 龍 ， 這 不 是 人 臣 的 相 貌 。 這 是 貧 窮 之 士 所 不 能 見 到 的 。 如 果 封 泰 山 ， 希 望 能 够 找 到 。 皇 上 笑 着 不 答 應 。
1145	此後莫知所之。	此 後 没 有 人 知 道 。
1146	齊明密敕上為雍州領兵，往救新野。	齊 明 帝 秘 密 敕 令 皇 上 在 雍 州 率 領 軍 隊 ， 前 去 救 援 新 野 。
1147	仍即發引，振旅長途，號令清嚴，所過秋毫不犯，信賞分明。	仍 然 隨 即 發 兵 ， 在 長 途 上 出 發 ， 號 令 嚴 明 ， 所 過 之 處 秋 毫 不 犯 ， 所 經 過 之 地 秋 毫 毫 不 違 犯 ， 信 賞 分 明 。
1148	士卒咸思盡命。	士 兵 都 想 盡 心 效 命 。
1149	凡公私行旅，多停大雷，輒逾信次，不肯時發。	凡 凡 公 家 行 人 ， 多 停 大 雷 ， 便 超 過 信 宿 ， 不 肯 時 發 。
