id	source	translation
813	置左右大監以治人。	The attendants of the Imperial Household appointed the Household Counsellor of the Right to act as Supervisor of the Household for the Righteousness of the People. The people of the Three Regions were greatly pleased.
814	得寶鼎，興封禪，帝座於元扈之上，太一下來，有大螻如羊。	On the day jiaxu [14 May] the emperor received an imperial cortege from the emperor, and the emperor came to the palace and received him with a great welcome. The emperor was very pleased, and he issued an order that the empress should travel as far as the Huanyang.
815	帝曰，土氣勝，故以土德王。	"""When the emperor was emperor came to the capital, he used the pavilion to welcome the emperor, and he set up a pavilion in the middle of the courtyard. As a result, Wang Fu's virtue and virtue were known throughout the empire."
816	在位一百年，有四妃，生二十五子。	"""In the space of two hundred years, the people have been living in this country for more than forty years, and their customs and customs are still in the same way. Their wives and children are still more than ten years old."
817	少昊帝金天氏，一號窮桑，二曰白帝朱宣帝，黃帝之子，姬姓。	The emperor styled himself Emperor Xiaohu, and styled the emperor as Emperor Huan. The emperor sent the emperor to say farewell to the emperor, and the emperor approved.
818	母曰女節。	The mother of the daughter of the harem mother, a daughter of Huang Yan, died in the custody of her husband's servant.
819	黃帝時有大星如虹，下流華渚。	At this time the Yellow Turbans of the Yellow Gates were rising in rebellion, and the empress-in-chief held the throne.
820	意感生少昊於窮桑，是為元囂，姓姬氏，或云己氏。	"""In former times, the ruler of an independent state despised the eunuch officials, and the people despised and disliked him."
821	降居江水，以登帝位。	and he came to the borders of the northern provinces. He brought his family and property to the capital, and as a result, the emperor became increasingly resentful and resentful.
822	以金承土，都曲阜，有鳳鳥之瑞。	The people were pleased and pleased, and all the roads and roads were clear and the roads were lit and the road were clear.
823	以鳥紀官。	He appointed the clerical officials for the office of the Xiongnu for office.
824	鳳鳥氏為司歷正，元鳥氏為司分伯，趙氏為司至，青鳥氏為司開，丹鳥氏為司閉，祝鳩氏為司徒，雎鳩氏為司空，爽鳩氏為司寇，鶻鳩氏為司事，五雉為五工正，九扈為九農正，天下大治焉。	In the third month, the Excellency of Works Chunyu Xun became Grand Tutor, the Minister of Ceremonies Li Xiu became Excellencies, and the Court Counsellor Zhao Zhong of Zhongshan became Exfect of the Secretariat.He became Expert in Writing, the Palace Attendant Xu Shao was madeExcellency over the Masses, and he shared the responsibility of the excellencies and kingdoms.
825	帝顓頊高陽氏，黃帝之孫，昌意之子。	"The emperor went to the emperor and said to him, ""The Yellow Turban of Emperor Huan was the son of the Lady of Wuyang."
826	母曰女樞，金天氏之末，瑤光之星貫日如虹，感女樞於幽房之宮。	The mother of the harem daughter, the Lady Yu of Yingchuan, was the ideal mother of an empress. The harem attendants were the most costly items of the empire, while the coffin and the coffin were the finest of all the empresses.
827	右脅有九色毛，生顓頊。	When the attendants first came to the palace, Duan Jiong was afraid there might be another rebellion.
828	以水承金，始都窮桑，徙商邱。	He built a pontoon bridge for the water-side, and he built a large pavilion for himself. He also covered the ground with sand, so water ran down the ground and the water was muddy.
829	帝嚳高辛氏，少昊之孫，蟜極之子。	The emperor went to the funeral of the Lady Dou [Yuan Shao] and the emperor treated him with the utmost courtesy. He treated him as a son.
830	生而神靈，自言其名曰逡，𪘀齒。	Dong Zhuo now controlled all the territory of Xiakou. He set his camp at Xiaocheng.
831	以木承火，都亳。	The fire was lit in the eastern corner of the camp, and the fire was set up in a special hut.
832	在位十年。	I am still at the age of twenty years, and I am still more more than forty years old.
833	元妃有邰氏，女曰薑嫄，生后稷。	The wife of the Gentleman of the Palace was a woman of great family, and the Dowager was a very strict and strict woman.
834	次妃有娀氏，女曰簡翟，生契。	Those who had been married to a daughter of the eunuch official were pale and pale, their hair was pale as if it had fallen in autumn.
835	次陳鄷氏女曰慶都，生堯。	Chen Shi, a woman's daughter of the Black Mountain bandit, had taken the title of Protector of theshepherd, and they made a marriage alliance with the Bearer of the Mace.
836	次陬訾氏，女曰常儀，生子摯。	The woman of the Yellow Turbans was a daughter of the harem daughter, and she was the daughter of one of the Regular Attendants Zhang Chao.
837	摯立不善，乃立堯。	Refusing to listen, Huangfu Gui set his own captives in someplace he could not get to. So he killed them all and sent them away.
838	帝堯，字放勛，一名同成育，陶唐氏帝嚳之子。	On the day xinhai [25 Jul] the emperor had a great number of favours and favours, and the emperor was also pleased with the way the emperor treated the emperor.
839	伊祁姓也。	Qing Qiu, however, held the position of the ruler of the empire, and so he was discouraged.
840	母曰慶都，為嚳妃，出觀河渚，遇赤龍而孕。	The mother of the wet-nurse Yan Bao was a very young man, and she went out to the market-place to collect the vegetables. She sat on a folding chair and read the words of the Five Classics. She sighed with admiration, and then she handed over the seal and ribbon of her office.
841	寄伊長儒家產，甲申歲而生堯，丹陵也。	Zhou Yu was a man of poor family who had been brought into his family by his uncle, and he looked after the house of Zhou Yu.
842	堯眉八采，日角方目，足有元武之字，手有三河之文。	He was graded by the Three Relationships, and the court at the end of the Long River was at the point of the Great Crossing.
843	豐下銳上，就之如日，望之如雲。	The emperor sent in a number of reports from the inner apartments, and every day he would go to the gates of the palace.
844	黃收純衣，彤車白馬。	Huang Zhi of Jiyin was arrested and flogged for his fault. He was then sent to prison for several years.
845	冬則鹿裘，夏則絺葛。	In his own household, however, Jia Xu was driven back into his own territory, and he was gradually reduced to cannibalism.
846	采椽不斲，土階三等，克明俊德，以親九族。	Your majesty, however, failed to match the expectations of the excellencies and other officials, calling upon the Three Excellencies to clear away all doubts and bring forward the worthy men of the past. They were worthy and worthy men, with positions of high position, and full honours and fine fiefs.
847	九族既睦，平章百姓。	The whole of the empire was at peace, and the people were prosperous and prosperous.
848	百姓昭明，協和萬邦。	Zhao Zhao was a man of great family who had held office for several hundred years. He was married to a woman from the same commandery,
849	焦僥氏來獻沒羽，常年之人得神獻若羊名曰獬豸，堯乃緝其皮以為帳，分命羲仲、和仲，日中星鳥，以殷仲春，日永星火，以定仲夏。	Before this, when the Lady Gao was young, she had been orphaned and orphaned, and when she saw Sun Ce's elder brother Gao Gan's younger brother Sun Pang, he recognised his qualities and appointed him as his Attendant Officer. He treated him as a younger brother, and he treated him with respect and good treatment, but he also gave orders to hisofficers that they should kill good men and execute good men.
850	宵中星虛，以正仲秋。	The surname of Zhongshan was Zhongshenang, and Liu Qi was the successor of Qi [of Qi] in the Zhonglu clan.
851	日短星昴，以正仲冬。	On the day xinwei [3 Jun] the emperor returned to his home for more than a year.
852	時許耳之子名曰由，字道開，一字仲武，仲武黃白色，長八尺九寸，兄弟七人，十九而隱。	"At this time Xu Shao was at Xuijiang, and his younger brother Zhang Xiu was in charge of all all the administration in his household. He was a man from the same commandery as Zhang Yan, and he was a close friend of Zhang Jue.When he came to the capital he was treated with the courtesy of a marquis, but when he was about to leave, he was barred from attending the ceremonies of his father's funeral. He wrote in a letter to say that, ""A man who succeeds a father is no match for a younger brother, and when a man is young he is no more than a piteous fellow, while a man who is old or old is a cipher."
853	堯欲禪之，由乃洗耳。	I want to make a government of consent, and that would be the most appropriate plan. So I ask you to consider my argument.
854	是後景星曜於天，甘露降於地，朱草生於囿，鳳凰止於庭。	Later, when Heaven was torn apart, Heaven sent a comet to shake the earth and make the earth tremble. It was as if Heaven and Earth had torn open the tongues of the emperor, and the emperor could see the red and yellow of the rainbow.
855	以艸疌莆蓂莢之瑞，都於平陽，命羲仲、羲叔、和仲、和叔掌四方，在位四十一年。	Zhang Heng of Nanyang was appointed magistrate of Luoyang, but when he arrived at Xinyang he was impeached and sent back to the east.He was then given posthumous appointment as a Clerk in the Palace of Prolonged Joy, but he never received any official rank or promotion.
856	洪水滔天，懷山襄陵，四岳舉鯀治水，九年績庸不成。	"""In the seas of Heaven and Earth, water is the constant source of water, and rivers and rivers are like water in the western provinces."
857	五十年乃更諮四岳，得舜，乃在璿璣玉衡，以齊七政。	At this time, in the age of Emperor Huan, there had been no end to the prohibitions from the four seas. He was in the fifth month of his reign, so he was able to make his escape from the tyranny of Qing and Tang. He made his escape to the Western Garden, but in the end he was captured by the Qiang.
858	類於上帝，禋於六宗，望於山川，辨於群瑞。	Then the emperor went to the emperor's palace at the Xiaoyang Slope, and the emperor called his ministers to attend at the southern camp of the Shang Slope. The emperor was at this place, and all the members of his clan were at the feet of his mother.
859	堯崩，乃葬濟陰城，廟居齊郡。	On the day guihai [7 Jul] the barbarians of Shang commandery spread wide across the commandery, and even the people of the commanderies and counties became frightened.
860	有柏樹死而更生焉。	In the end, however, Yuan Shao died, and his whole family was wiped out.
861	舜攝政二十八年，堯乃殂。	The forty years of government had been under his control, but he never received any official honours. He died at the age of forty-two.
862	三年，禮畢，舜避丹朱於河南，諸侯朝覲，訟獄者不之丹朱而之舜，舜曰：“乃天命也。”	Before this, Zhu Jun had been arrested and sent to the Northern Prison, where he was sentenced to the Prolonged Life. He was sent to labour service in the labour service of the Three Adjuncts. He asked to be granted posthumous appointment, but he was refused.
863	初堯教丹朱棋，以文桑為局，犀象為子。	Zhao Zhi of Danyang was a Gentleman of the Left. He arranged for the sons of the empress to study in the Imperial School,
864	帝舜有虞氏，龍顏大口，圓天日角，出額重鼻，足履龜文，目重瞳子，身長九尺一寸，常夢擊天鼓。	"When the emperor received the emperor, he was extremely pleased, and he sent messengers to say to the empress, ""The Son of Heaven has set his rule in the middle of the empire, and all the empire has heard of his achievements. He governs well and he governs well. He is generous and generous, and every one of us receives a great reward."
865	母曰握登，早終。	When the mother of the mother came to visit Yuan Tan, she was extremely angry. She was ashamed to face Gao Shao's grave.
866	瞽叟更娶，生象。	He [Zhang He] was a man of great talent and ability, and he lived there for several years.
867	象傲，瞽叟頑，後母囂。	Later, when Yuan Shao was in charge of all the army, he had a number of men who had died young. He left his wife and children to attend the empress, and he paid no attention to the dowager.
868	咸欲殺舜，使舜入井，鑿井旁行二十里。	Liu Meng wanted to kill the emperor, but Sun Quan wanted to cut him off, so he sent a messenger to say that he was going to cut off his head. Fifty li from the city he lived in a hut.
869	以孝聞。	"""I have heard that Filial and Incorrupt men of the Filial Way of Emperor Wen should lead their wives to filial piety."
870	三十而帝堯問可用者，四岳咸舉舜。	The emperor considered that the emperor should consider the emperor's wishes more strongly than those of the Three Excellencies. He asked the emperor to approve his proposals, and in the end he agreed.
871	堯於是降以女娥皇女瑩配之，妻舜，以觀其內。	The women of the family had married girls from the same family as their families, and the women of their family were numbered by the hundreds.
872	使九男與處以觀其外。	He sent messengers to ask help from Guo Si,
873	二女不敢以貴驕事舜親戚，甚有婦道。	The two men did not dare face one another, but they slandered one another in secret, saying, 'How can one compare with a red haired man?
874	堯九男皆益篤。	The inscription for the inscription was all written on the sand of the altars and shisan temples, and all the people were ashamed and ashamed.
875	舜耕於歷山，歷山之人皆讓畔。	As a result of this disturbance, the leaders of the Shanyu tribes all came out from their villages to look for them. They all came down from the hills and bowed before him.
876	耕地得金枝銀節。	The Empress Hui told the Empress of Cui Yan that she had been exposed to the rigour of the internunciations of the Left.
877	漁於靈澤，土人皆讓居。	As Zhong Yao was leaving, all the men of the commandery saw their faces.
878	陶於河濱，河濱器皆不苦窳。	Liu Tao was defeated and fled to the Henei River, but he did not return to his homeland. He wrote to the court about his troubles.
879	一年而所居成聚，二年成邑，三年成都。	Guo Tai was a man from the same commandery. He served two years in the military service, and in the second year he died at the age of forty
880	堯乃試舜五典，百官皆治，布五教於四方。	So he sent in a memorial with five hundred items of goods for sale, and he also distributed five million cash to the poor.He also gave orders to the officials of the five regiments of Cavalry, that they should sell goods in five sections, and they should distribute them among the people.
881	堯乃老，使舜攝行天子政巡狩，得舉用事，卿雲出，景星見。	"On the other hand, Mao Jie was a young man, who had been sent away to study as a student. He was a man from the commune, who could barely remember the ways of the empire. He sent in a letter to the emperor, saying, ""Heaven has sent you to take control of the affairs of the Son of Heaven, and that is the time that I must take charge of affairs."
882	西王母使使乘白鹿，駕羽車，建紫旗，來獻白環之玦，益地之圖，乘黃之駟。	The mother of the emperor was the chief officer of Chenliu, while Han Fu of Yan'an was the Attendant Officer of Guiyang.He was greedy as a jackal and greedy, so he made trouble in the middle of the wilderness.He crossed the Yellow River and took refuge amongst the walls of the Yan Gate.He took refuge among the palaces of the chiefs of the Xiongnu, and his authority extended to the borders of the empire. His power was growing ever greater.
883	綏耳貫胸之民來獻珠蝦。	"""In ancient times, when the Xiaoping people were marching to the borders of the Shangling constellation, the people of that time worshipped the sun and the stars."
884	既陟帝位，以土承火，都平陽，命禹為司空，棄為后稷，契為司徒，咎繇為士，垂為共工，益為朕虞，伯夷為秩宗，夔為典樂，龍為納言。	The emperor was extremely angry, and he ordered the Excellency of Works Yang Ci to take control of the government. He appointed Yang Ci as Senior Clerk in the office of the Secretariat, while Yang Ci was made a Senior Clerk on the Lateral Bench Bench Benchard, and Yang Ci became a Gentleman of the Right.He was made Excellencies and Ministers, while the Senior Clerk at the Palace of Prolonged Joy Dong Zhong became a Master of Writing, and the Senior Assistant in the Department of the East Deng Fu was made Senior Clerk Who Exterminates Caitiffs.He became a marquis, so he was appointed a Gentleman in Residence.He appointed him as a Senior Major. He became a Senior Assistant on the Right Hand-Lateral, while he became a Junior Clerk in a Department of Justice.Liang Ji became a Palace Att Attendant, He Xun became a Director of Retainers.He
885	庶績咸熙，群瑞畢集，簫韶九成，鳳凰來儀，擊石拊石，百獻率舞。	He wore silk and wore a full beard, and he walked with a halberd to the doors of the emperor's harem.He sat on a folding chair on the floor, and his words were smooth and smooth. He laughed and talked with his attendants, and they laughed and laughed until the tears flowed.
886	生子商均，不肖，舜復禪禹，入九疑山，置銅劍一枚，化為礫。	Zhang Zijiang, however, did not accept the invitation, and he did not sleep in the same bed as his mother. When he was thirteen, he was still more than two hundred li away from his home. He changed his name and went to the western hills, setting up camp in a solitary tent, and in the winter there was a famine which ravaged the county.
887	今濟南歷城有祠，太陽山有虞氏三石闕也。	At this time there was a rebellion in Nanyang: the Three Shanyu of Liyang, together with the Three Excellencies, had formed a rebellion.
888	禹即位後十五年，舜乃殂。	At this time, in the time of Sun Jian's death, more than forty years later he had been allotted posthumous appointment. He had been established in the county for more than twenty years, but then he died in obscurity.
889	禹讓商均，避之陽城。	Huang Zhi was frightened and asked him what was wrong with the siege.
890	天下不歸商均而之禹。	The empire fell apart, and Liu Biao refused to accept the edict.
891	初商均一名章鷁	Jianyu Yan of Yuyang, who was known for his fine reputation,presented a great number of good books and wrote a remarkable name.
892	帝禹夏后氏，名曰文命，字高密。	The emperor sent the emperor back to Luoyang, and the empress sent in a memorial to say that she was going to transfer her surname to Liu Xie.
893	母修已，山行見流星貫昴，意感，又吞神珠薏苡，胸坼而生禹於石坳，夜有神光，長於隴西大夏縣。	"When the mother of the young emperor saw the fires at the gate of the tomb [of the emperor's tomb], she went barefoot and bare bare feet at the gates of the palace. There were tears from her eyes as she looked up at the stars and said, ""The stars and stars are bright and bright, and the stars are clear and bright. The stars are shining in the west, and there is a great wind blowing east from the west. The wind is blowing west from the mountains and the people are cold and hungry. The people will be chilled and hungry, while the dogs and dogs are wilful and confused."
894	龍角珠庭，虎鼻大口，兩耳參鏤，首戴鉤鈐，身長九尺九寸，胸有黑子如玉斗焉，手長至膝，脛無毛，左手中十七黑子。	When the time came for the harvest came to the engraving of the bells and bells, the chieftains and gentry were all dressed in fine clothing, and the attendants and foot-soldiers were dressed as a model for the emperor. They took their wives and children, and they rode in a chariot drawn by oxen, with a side-carriage [of a dog], and the whole of them went to the court to pay his respects. All the people were impressed.
895	為人敏給克勤，其德不違，其言可信。	"""I am a man from the east, with no experience of warfare. I shall never understand what is right and wrong."
896	聲為律，身為度。	Then he left, and he became a merchant in the city.He went back to take up residence at Gongsun Gong.He was made a Minister of Finance.
897	乃遂與益、后稷奉帝令諸侯百姓。	So he gave the emperor the seal and ribbon of a marquis, and he also gave the same title.
898	傷先人父鯀之功不成受誅，乃勞身焦思，過門不入而洪水平。	The men of Faction thought only of self-denial, and they did not know what was right and wrong. So they came to submission, setting up a pavilion outside the gates [of the palace] of the palace].
899	既陟元后，以金承土，都平陽，或營安邑，薄衣食而致孝於鬼神，卑宮室而致美於黻冕。	The Dowager was a woman from a poor family who had come from a family of poor and poor family. She had been brought up in the harem district of Luoyang, and had attended court at the Palace of Perpetual Joy. When she came to the palace she brought all her attendants and attendants to attend her, and when the emperor came to his quarters he was startled and confused and confused. Guests and people of the palace heard about it and came to visit him.
900	陸行乘車，水行乘舟，泥行乘橇，山行乘檋。	"""By the time the road was ready, all the carts were on the side of the road, the carts and carts were all on the left and the horses' carts were worn out and the carts' tracks were like tracks."
901	神鹿出於河水，天錫元圭。	In the summer, in the fourth month the Yellow River flowed clear and the empire was at peace.
902	乾吾國獻裘，毛有五采，復薦咎繇於天，將以致禪。	"""In former times, Mao Jie was ruler of the Five Adjuncts, and he was generous and generous. It was for this reason that hebecame involved in the affairs of state,and in the end there was an amnesty."
903	會咎繇終，復薦益。	Zhong Yao was going to return to his own home, but when he heard that he was leaving, he mourned anddiscovered the plot.
904	禹殂，葬會稽。	By this time Huang Zu was dead. Sun Jian was married to a woman from the same town. He sent a memorial to Sun Quan that he should retire to his own home.
905	廟中有鐵屟鐵莢石船，廟裏有塗山神姑之象，珠璣為帳，寶玉琱華，諸廟莫及。	Cao Cao, however, found a way to get into Xuancheng into the midst of the mountains and forests. Cao Cao changed his plans to shift the camp to the mountains, and his officers and menbecame closer to him, and they too became closer to the emperor.Their spirits rose and their ambitions became stronger.
906	當中山水之盛，良辰吉日，羅綺袨服，滿橋樑之上，皆金翠為飾，神又甚靈，彼人所敬。	In the summer, in the fourth month, the Yellow River broke its banks, and the people of the commanderies and counties were flooded with mud. The roads were cut off and the roads were blocked, the people were hungry, and even the dogs and horses were neglected. They were sent back to their homes, and all the officials and people were disappointed in their fate.
907	初，禹娶塗山氏之女，生啟，三年禮畢，益避啟，人不歸益而歸啟。	Before this, the daughter of the harem girl had been married to a man of poor family, and the two would flatter and flatter one another. As a result, no-one dared come forward to make complaint or ask for a marriage alliance.
908	一名建，一名餘，母化而為石。	and his name was known throughout the whole commandery for more than a year. He was promoted to marquis, and his name became known everywhere in the commandery. He took up residence at Xiping.
909	啟即位，伐有扈氏，啟庶兄也。	So the emperor had a great number of men, and he treated them well and treated them as if they had no right to be there.As a result, there was an elder brother of Dong Zhuo's elder brother, who was extremely bad.
910	夏禹氏絕，少康出於竇之中，復禹跡也。	In the days of Gaozu, there was a young man of poor family who had been exiled to the south of the hills.
911	成湯姓子，名履，字天乙。	Zhang Cheng was a man from the same county as Liu Chong. He was a celebrated scholar of the empire, and he sent in a memorial that he should take the imperial title.
912	狼星之精感黑龍而生。	I ask that your sage-like intelligence and the fine arts of war be maintained, and that you pay no attention to the embellishment of embellishment or embellishment.
913	高天廣角隆準，手有縱理，如印綬之文。	The empire was divided and there was unrest, and the emperor himself was poor and poor. He was frequently criticised for his conduct, and he was even sent to the Intendant of the Household of the Left.
914	豐下兌上，皙而有鬚，長九尺四寸八肘。	"The emperor sent in a memorial to say that, ""In the ancient times of the Qing dynasty, the ruler of the Southern Palace had responsibility for guarding the gates of the palace and guarding the Palace of Prolonged Joy, and the gates were guarded by a strong wall."
915	凡有七號：一名姓生，二云履長，三云瘠肚，四云天成，五云天乙，六云地甲，七云成湯。	"""Since the time of the restoration of the Three Excellencies, there have been four generations of gentlemen who have cultivated a reputation for good work, and the four limbs have been replaced by younger brothers."
916	成湯始居亳，從先王居，作《商誥》。	Zhong Cheng was first appointed Grand Tutor, then Zhang Cheng became Prefect of Jibei, and then there was an occasion that he appeared in person before the Great School of Scholarship.
917	湯征諸侯，葛伯不祀，湯始伐之。	The feudal lord Xiahou Yuan was made marquis of Jincheng, and the feudal lords came to take him as a marquis. He took the title as a secondary marquis, but he never made full use of it.
918	湯曰：“汝不能敬命，予大伐殛之，無有攸赦。”作《湯征》。	"Cao Cao said to Tian Chou, ""I have heard that a man who cultivates a fine grain grain is called a chief counsellor, and it is forbidden to carry out the work of his father. No-one can judge his ability, and the law will certainly change the law."
919	伊尹號阿衡，阿衡欲幹湯而無由，乃為有莘氏媵臣，負鼎俎以滋味說湯，致於王道。	"Tian Feng, however, was disappointed in this, and he believed that since he was young he should have been able to gain a high position in the empire, so he wrote in to say that, ""In former times, when Yuan Shao was Chancellor, there was no-one who dared oppose him, and in the time of the Xiaoping Emperor [Zhang Hao] had no direct contact with the royal house. He was arrogant and impetuous, and so he failed to gain the support of the people. He failed to achieve the success of his successors."
920	湯謂之曰：“自進非道也。”乃令還其本居，使人聘迎之，五反然後從之，任以國政。	"Cao Cao said to him, ""When I came to this territory, I knew that I would have to deal with the injustices of the past, so I made careful selection of the men who could bring help in the future, so that they would be able to bring help to the royal house. Then I set up a separate commandery for the purpose of cleaning up the crimes of the Xiongnu, and I gave him the authority to make appointments in the five regiments of the imperial house."
921	白狼銜劍，有神人身虎首，獻玉鏡、白狐九尾。	He took a sword from his belt and drew it from his breast.He drew up his sword and drew his own sword, and he prepared his sword to draw out his teeth and bind his attendants, while he prepared to draw his dagger and draw up his teeth.
922	諸國貢玉盤，入自北門，遇女房，作《女房之歌》。	As a result of this incident, the emperor ordered the emperor to open the gates of the palace to see the people in the splendour of the time of the Xiaoshu period, and he sent the Marquis of Xiaopei to look after the poor and the poor, while his daughter the Bearer of the Mace of the Star-Star in the Secretariat to carry out the ceremonies of the birth of a son.
923	林樹久不花，一旦生如凰翼。	"""In the winter, when the eunuchs were still in their teens, there was no good feeling that they would ever be able to gain a long life. They wanted to live in a single hut for more than ten years."
924	湯出，見野張網四面，祝曰：“自上下四方皆入吾網。”	"When Zhang Rang came out to see the court, he was very surprised. He said, ""I am beginning to think of the old capital [as the capital], and the gates of the palace [of the Three Adjuncts]."
925	湯曰：“噫！盡之矣！”	"Cao Cao said to him, ""CaoCao has done nothing to deserve his punishment?"
926	乃去其三面，祝之曰：“欲左左，欲右右，不用命，乃入吾網。”	"Then he wanted to go to the Three Adjuncts, but his attendants wanted to give him permission, so he said to Cao Cao, ""I want to set up a state in the north, but I want to keep it quiet. Iwant to give you some territory to do so, and I wantto give you the right to grant appointments."
927	諸侯聞之曰：“湯德至矣，及於禽獻。”	"When the emperor heard that Hou Lan had heard of this, he was angry and said, ""Yuan Shao heard about this, and he brought his attendants to offer sacrifice to Cao Cao in the courtyard of the Palace of Excellence."
928	當是時，夏桀為虐政淫荒而諸侯昆吾氏為亂。	At this time there were good officials in the commanderies, and the common people were prosperous and prosperous.
929	湯乃興師率諸侯伐桀，敗於有娀氏之墟，奔於鳴條之野，乃改正朔服色，朝諸侯。	Then he changed his mind, and in the end he gained the support of the feudal lords.He changed his name and became Marquis of Shanyang, and his authority was eclipsed by the Yin and Yang forces.He was successful in every battle against the Qiang, and he was eventually reduced to a lesser rank.
930	崩，葬於濟陰亳縣東北郭，去縣三里，冢高七尺。	On the day bingzi [miswritten for the 19 Jul] the emperor went north to the territory of the Xianbi, where he stayed in the county office. He treated the people well and treated them with respect.
931	漢哀帝時遣大司空行湯冢。	The emperor left office and the Minister Herald Hu Guang became Excellency of Works.
932	又說曰：殷湯無葬處。	"He also said, ""I have no personal contact with the stars or other rites of worship."
933	此言非焉。	Fan Pang was extremely persuasive, but he never spoke a single word about the matter.
934	武丁大戊，並賢君也。	Wang Wu Dou was extremely pleased with Dou Wu. He was pleased with him, and he named you as his successor.
935	周文王昌，狼星之精。	King Wen of Zhou [Zhou Yu] was a descendant of King Wen, but he was extremely wicked and wicked, and he treated Zhang Jian as an enemy.
936	母曰大任，夢長人感己，有胎。	The mother of the young son was a woman from a poor family, and she bore a son, Zhao Yan, who was later famous for his achievements and achievements. She was extremely fond of him, and asked her about it.
937	目不視惡色，耳不聽淫聲，以胎教之。	"""I am not a bad fellow, but I do not believe I am wicked or wicked, and I am not wicked or perverse. That is why I speak of purity and good conduct. I have heard that it is difficult to avoid good conduct, but it is still difficult to keep bad conduct from it."
938	溲於豕牢，生文王。	Shan Kuai was a man of considerable ability and ability, and he wrote to King Wen of Kuaiji about the King of Shun, but he never made a full complaint.
939	龍顏虎眉，身長十尺，胸有四乳。	"Zhao Qi was heard to say that, ""In former times, when the siege of the Chang Slope was broken, the achievement of a hundred years of achievement was recorded as as a number of ten thousand years."
940	即位為西伯，有雀生鸇於殷城隅。	Then Chen Fan was appointed General Who Maintains the West in Peace, and he took the city of Sheng city. All the cities in the region were afraid.
941	文王增修政，三年，四方諸侯皆服。	"""Now King Cao of Chenliu has ruled the empire for more than a hundred years, and his reign has extended beyond the borders of the Xiongnu. His reign has been broken through three generations, and all the feudal lords have been banished to the provinces and counties."
942	崇侯譖之於紂，紂不納。	Liu Xie was a marquis of a feudal marquisate, but he was not well known for his virtue, and although he was rich and well-known, he would not use his position to serve him.
943	費仲又言於紂，欲誅之，紂不從。	"""Zhongni Hui was a man of mean spirit, but he loved the emperor and would not follow his advice. He was despised by the men of the south, and though he wanted to follow him he did not follow it. So he was not executed."
944	九年春三月，率六州諸侯朝於殷。	In the spring, in the third month the Three Adjuncts were made marquisates.
945	崇侯虎又譖之，紂怒。	"""The feudal marquisates were lost, and the fiefs of feudal lords were lost."
946	囚文王於羑里，雖有憂患，方脩先聖之業，廣解六十四卦，著其卦詞，謂為《周易》，時謂西伯為聖。	"""King Wang of Chenliu [Zhang Song] was a great scholar of fine literary scholarship, with fine understanding of the arts, and he was particularly good at strategy and planning. He was once described as having been brilliant as a sage, but he never received proper attention, and the people of that time saw only themiswritten stories as themisfortune of Yin."
947	紂疑而未違。	The people of that commandery did not believe that he had been punished, and they simply believed they had not been punished.
948	長子伯邑考質於殷，為紂御，紂烹之為羹，賜文王以試之。	Hu Zhen was a man from a poor family who had been a servant in his father's court. He was extremely good at archery, and when he was young he was respected by all the scholars.
949	實聖當不食子羹。	The sage sage Huan Zhi was not a true scholar of sage-like learning, but did not have any inclination to falsify his teaching.
950	文王得而食焉，紂笑曰：“誰謂西伯聖者？食其子而尚不知。”	"King Wen of King King, King of Chenliu, had always admired King Wen, but he realised that when he was young he could not appreciate the true splendour of his father's father, and so he changed his mind about it. He said to his nephew Wen Wen, however, ""Cao Cao recognised the true way that man was saved, and he recognised his true true feelings."
951	紂謂西伯曰：“譖汝者，長鼻決耳也。”	"""When the west of the Yangzi rebelled,"" said Yang Ci, ""it was Cao Cao who brought you to this mess, not me. It was you who brought me to this position. That is why I could not face you."""
952	文王曰：“此崇侯虎之狀。”紂赦文王。	King Wen of WEI set up King Wen of Kuaiji as King of the Xiongnu, and asked the King to kill King Wen.
953	四十三年春正月庚子朔，文王在鄷，九州諸侯咸朝，五緯聚房心，周之分野。	In the winter, in the tenth month on the day xinmao [3 Nov], King Wen of Chenliu was made Grand Tutor. His sons and nephewsssuspectly made plans to rebel against the central government, and he treated them with the courtesy of a son or a grandson. They were all sent back to their native provinces, and their families were numbered by the thousands.
954	時有鳥銜丹書，集於周社。	At this time there was a comet in theprovince, and Danyang was in error.
955	王乃獻洛西赤壤之國方千里，請除炮烙之刑，紂許焉。	So Wang Gui shifted the emperor to the territory of the Xiongnu and established a new capital [of the Xianbi]. He sent in a report that the Qiang and other barbarians of the western provinces were suffering from ill health, and he asked that they be freed from their obligations.
956	賜以弓矢鈇鉞，使專征。	Dong Zhuo took the cloth to show it was he was going to cut his beard off, and he pretended he was making a secret secret and gave him a cloth to make a disguise.
957	天下大悅，有鳳凰銜書而至，文王稽首受命。	"The empire was in great disorder, and the Master of Writing Lu Zhi sent in a memorial: ""The King of Zhou is dead, and King Bian is a fugitive. He should be executed."
958	是歲即位，化被江漢之域。	In this year there was an eclipse of the sun. The Han house was in decline, and the house of Han declined into emptiness.
959	以受命之始年也。	"""I am a fellow from the same commandery as Jing province, and although I am not yettrained in the arts of war, I am sure to deal with them."
960	周武王發，望羊高視𪘀齒，生而有光。	King Wu of Wu commandery was an old friend of Wu Guang, and though Wu Rong held a high position, he was proud and arrogant. Though he respected scholars and scholars, there was no-one in the household who respected him.
